Review_Title,Review_Text,Verified_Buyer,Review_Date,Review_Location,Review_Upvotes,Review_Downvotes,Product,Brand,Scrape_Date
My husband asked what I'm doing to my skin...,"After using this for about a month, people started to notice a difference in my skin. I have combo skin and tend to be oily in the t-zone area. I also didn't like how large my pores looked. This stuff took care of all these things and more! My husband said I look 10 years younger (and that it looks like I 'power washed' my face haha). By the way, the first time I tried it, I didn't like the messiness. But I gave it another shot a few weeks later, and stuck with the routine. Now, I won't skip a night. Dermalogica products have changed my skin - and what a difference it makes to have great skin when you're applying make up!",No,6 years ago,Chicago IL,4,0,Daily Microfoliant,Dermalogica,3/27/23
"Buy it in large, now.","I've been using this product for nearly a year and I am OBSESSED. I use it 2-3 times a week to remove any dirts or pollution in my skin and it leaves it feeling soft, smooth and glowing... I feel so fresh-faced after using this and my skin's never looked or felt better! It's a perfect scrub because it's not too harsh on the skin whereas some can be quite intense. Do yourself a favour and spend a bit extra and get the large bottle (with any of their products). Worth every cent and will last you a very long time (still on my first).",No,4 years ago,"Melbourne, AUS",2,0,Daily Superfoliant,Dermalogica,3/27/23
Excellent,I loved the way it left my skin. It feels so soft and clean. This has a subtle scent that makes it so enjoyable to use this. I'm in love.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
So good!,I love how handy this is for travel. It really makes your skin feel clean without drying it out. I have also noticed my skin looks very clear lately.,No,1 year ago,Houston,0,0,Daily Microfoliant,Dermalogica,3/27/23
Love this product & would buy it again,Face feels cleaners than with any other product. It's lightweight & leaves refreshing feel .,Yes,7 years ago,"Austin, TX",1,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Great product,Wonderful product made my skin feel so smooth. I would recommend to my friends.,No,5 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love this mask,I just used my fingers and rubbed mask on clean damp skin. Left on for 5 mins and then wet fingers and rubbed it into my skin and then rinsed off. My skin was left feeling so soft and smooth and looking great. The texture of the mask has little spheres and it smells great. I would definitely recommend giving it a try!,No,2 years ago,Iowa,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
Absolutely adored it!,"Easy to use, gentle even on my soft skin! Perfect finish to my new dermalogica based skincare routine! I not too abrasive like some exfoliators can be, as I have often got rather raw patches of skin. I received this product complimentary for review purposes.",No,5 years ago,Leicestershire,0,0,Daily Superfoliant,Dermalogica,3/27/23
Leaves my skin feeling soft and clean,"I use this as part of my nighttime skincare routine and not only does it take the grime of the day off, it gently makes my skin feel more even. I tend to get dry patches that are worse in the fall and winter when my skin is drier and I don't love harsh exfoliators so the microfoliant is a great option for me because it gently evens out my skin. My skin feels soft and the dullness caused by my dry patches is going down! It's also worth noting that a little goes a long way and the bottle is a pretty large size. I received the Daily Microfoliant complimentary from Dermalogica in exchange for my honest review.",No,1 year ago,"Calabasas, CA",0,0,Daily Microfoliant,Dermalogica,3/27/23
Face feels extra clean and,Face feels extra clean and smooth. Love the heating effect.,Yes,8 months ago,Undisclosed,1,1,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Buy it!,Works great for all skin types!,No,2 years ago,Richmond Va,0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
I will definitely use this again,"This guy was the first product I tried of the brand, it was a sample size and I totally fell in love with it. My skin felt so good every time after using it that I will definitely consider buying this in the future",No,5 years ago,"Miami, FL",0,0,Daily Superfoliant,Dermalogica,3/27/23
This is my favorite product!,This is my favorite product! Face always feels very clean and yet not dry.,No,3 months ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
The Best!,I have used many exfoliating products and this is always my all time favorite ❤️ Smooth/bright skin and no sticky residue! Thumbs up 👍 for me!,Yes,4 years ago,AZ,0,0,Daily Microfoliant,Dermalogica,3/27/23
It's hydrating,I've used this product a few times and I haven't noticed that it's exfoliating my skin much. I do notice that it's hydrating and leaves my face feeling fresh. I'll continue using this mask especially since with the colder temperatures my face will need the extra moisture,No,2 years ago,"Riverside,Ca",0,0,Hydro Masque Exfoliant,Dermalogica,3/27/23
New Favourite cleanser,"I am very picky when it comes to cleansing however Dermalogica you are something else! Honestly, its crazy how it works on your skin, it leaves my skin feel so smooth and beautiful and clean, definitely does the job! Would definitely recommend this to anyone and everyone! I will be purchasing it! But so glad I've found myself another cleanser definitely a great replacement to my old one! Use it twice a day and it definitely is making a difference to my skin! I received this product free for testing purposes.",No,5 years ago,Leicester,0,0,Daily Superfoliant,Dermalogica,3/27/23
Love the effects!,"I use the daily superfoliant every other day, altering with the daily foliant. The combination works well on sensitive skin. I see a visible difference -- smoother, brighter skin.",Yes,5 years ago,"San Antonio, TX",0,0,Daily Superfoliant,Dermalogica,3/27/23
Great Product!,"I just love the dermalogica Intensive Moisture Cleanser. The cleanser is easy to dispense from the generous sized bottom that contains a pump. A little goes a long way. I like how the cleanser is creamy and feels like on my skin. The cleanser is easy to massage into your skin, and removes impurities, while providing moisture to your skin. The cleanser works well at removing those impurities, and rinses off very easily. I like how the product contains Coconut and Murumuru Seed Butter to hydrate your skin, and botanical extracts to refresh tired skin. The cleanser does not leave a greasy feeling on your skin after using, and my skin also did not have that tight feeling. All in all, a very easy product to use that works great, and leaves your skin feeling refreshed and pampered.",No,4 years ago,S. California,0,0,Daily Superfoliant,Dermalogica,3/27/23
I would buy this agin,Leaves my skin very smooth and soft,Yes,6 years ago,Mass,1,0,Daily Microfoliant,Dermalogica,3/27/23
Another excellent product! I have,Another excellent product! I have used this product every other day for several years! It is gentle yet gives a deep cleanse and Smoothest the surface of my skin on my face.,Yes,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
Makes my skin SO smooth and soft,"I love this product. I use it once a week and it leaves my skin super soft and smooth. A little powder goes a long way, so it lasts forever. The only negative I can say about it is the smell. does not smell good, but it does not bother me very much. I definitely still use it! Store it in a dry place. I kept it in my shower and it ended up ruining the powder inside because it got damp inside.",No,3 years ago,"Henderson, NV",2,0,Daily Superfoliant,Dermalogica,3/27/23
makes my skin beautiful,"I am in my 30s and I am changing my skin care to meet my new needs. I received a sample of this for my birthday and fell in love. My skin looks clearer, brighter, and happier. Since I started using this, I get multiple comments on how beautiful my skin looks.",Yes,2 years ago,Harrisburg PA,0,0,Daily Microfoliant,Dermalogica,3/27/23
Favorite Dermalogica product!,"I use this in the shower around twice weekly, usually whilst waiting on my conditioner to soak in and/or exfoliating my body. I have super sensitive skin, prone to blotches and and oily T zone. This product does amazing things for my skin. It hydrates, sloughs off dead skin cells, causes zero irritation and leaves my skin glowing like I've had a really deep facial. Couldn't live without it. Makeup goes on so much smoother afterwards also!",No,3 months ago,Undisclosed,3,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
Okay cleanser,"I use this cleanser in the AM only, it's okay, it doesn't dry out skin, but it doesn't exactly moisturize either. The solution feels a bit watery. I don't think I will re-purchase.",No,1 year ago,Undisclosed,0,0,Daily Superfoliant,Dermalogica,3/27/23
This stuff smells so good...,This stuff smells so lovely... herbal and botanical smelling in a good way. I use this in the shower. The granules are very fine and gentle and the product warms up when it gets in contact with water. You rub it in gently and after washing it off your skin is soft and supple. My skin isn't very sensitive and so I can use this often but it is not drying and as long as you rub gently it shouldn't harm your skin. Love it so much. It's a little pricey so I only use it as a treat. Otherwise would be slathering this stuff on my face all the time!,No,9 years ago,Washington DC,6,0,Multi-Vitamin Thermafoliant,Dermalogica,3/27/23
